senator,party,ticker,gics_sector,transaction_date,excess_ret_90,cate,cate_lb,cate_ub
"David A Perdue , Jr",Republican,PFE,Health Care,2017-02-22,0.0078610109528163,0.000474203573379786,-0.03003054196732789,0.030978949114087457
Patrick J Toomey,Republican,DD,Materials,2017-02-22,0.0031454663350245,-0.00013890526388711608,-0.03104939141165702,0.03077158088388279
Patrick J Toomey,Republican,TRV,Financials,2017-02-22,0.0479825318863391,-0.005434852474594209,-0.03069873119830252,0.019829026249114083
Sheldon Whitehouse,Democrat,JCI,Industrials,2017-02-23,0.0531973835865504,0.004636957170373122,-0.04149961658272085,0.05077353092346708
Sheldon Whitehouse,Democrat,BMY,Health Care,2017-02-23,0.0145107000761355,-0.0099264199587462,-0.04226522033889403,0.022412380421401614
Sheldon Whitehouse,Democrat,JPM,Financials,2017-02-23,0.0274795576649209,-0.011574920995533684,-0.043959879653193715,0.020810037662126322
Sheldon Whitehouse,Democrat,BRK-B,Financials,2017-02-23,0.0079216478757171,-0.011574920995533684,-0.043959879653193715,0.020810037662126322
Sheldon Whitehouse,Democrat,MCK,Health Care,2017-02-23,0.1067662242209277,-0.0099264199587462,-0.04226522033889403,0.022412380421401614
Sheldon Whitehouse,Democrat,BMY,Health Care,2017-02-23,0.0145107000761355,-0.0099264199587462,-0.04226522033889403,0.022412380421401614
"David A Perdue , Jr",Republican,PFE,Health Care,2017-02-27,-0.0232889609893683,-0.011701081988853286,-0.050354833278442146,0.026952669300735553
John Hoeven,Republican,QCOM,Information Technology,2017-03-02,-0.0110820127199925,-0.005018904346942272,-0.030962263178554276,0.02092445448466972
"David A Perdue , Jr",Republican,PFE,Health Care,2017-03-02,-0.0318241614598504,-0.007605255599724426,-0.025044812561225573,0.009834301361776718
John Hoeven,Republican,NGG,Other,2017-03-02,0.0103829378444404,-0.02317120530218143,-0.05458117319491457,0.00823876259055174
John Hoeven,Republican,UPS,Industrials,2017-03-02,0.04485737447722,0.010569514109702806,-0.02836596065824213,0.049504988877647746
Susan M Collins,Republican,DHR,Health Care,2017-03-02,-0.0397771366854737,-0.004226500911449055,-0.0306450202533109,0.02219201843041278
John F Reed,Republican,XBI,Other,2017-03-06,0.1189938600493125,-0.01329504186043312,-0.039576258580263805,0.012986174859397535
John F Reed,Republican,FDX,Industrials,2017-03-06,0.1263447535848454,0.019290281122674516,-0.02219226562444614,0.06077282786979514
John F Reed,Republican,ADI,Information Technology,2017-03-06,-0.0397994167884093,0.004804928555958615,-0.01488848466991213,0.024498341781829355
John F Reed,Republican,XBI,Other,2017-03-06,0.1189938600493125,-0.01329504186043312,-0.039576258580263805,0.012986174859397535
John F Reed,Republican,HACK,Other,2017-03-06,0.0725228556024857,-0.01329504186043312,-0.039576258580263805,0.012986174859397535
John F Reed,Republican,IYT,Other,2017-03-06,0.0312423247931048,-0.01329504186043312,-0.039576258580263805,0.012986174859397535
John F Reed,Republican,FDX,Industrials,2017-03-06,0.1263447535848454,0.019290281122674516,-0.02219226562444614,0.06077282786979514
John F Reed,Republican,ADI,Information Technology,2017-03-06,-0.0397994167884093,0.004804928555958615,-0.01488848466991213,0.024498341781829355
John F Reed,Republican,TMO,Health Care,2017-03-06,0.1410786121163554,0.0054252972753428995,-0.018564665332124437,0.029415259882810223
James M Inhofe,Republican,GM,Consumer Discretionary,2017-03-07,-0.0129671091911908,0.006116632967149912,-0.023559145599407298,0.03579241153370711
"David A Perdue , Jr",Republican,MOS,Materials,2017-03-10,-0.156403975029005,-0.007505554283068979,-0.02896864118567412,0.013957532619536158
"David A Perdue , Jr",Republican,WMT,Consumer Staples,2017-03-13,0.091454751505543,0.00541916804220459,-0.01995624237096197,0.03079457845537114
"David A Perdue , Jr",Republican,WMT,Consumer Staples,2017-03-14,0.0813046663193002,0.009985421603319002,-0.014533825115267768,0.03450466832190576
Patty Murray,Democrat,MRK,Health Care,2017-03-16,-0.0237362885945228,-0.005821023229473449,-0.02663271001616656,0.014990663557219657
Patty Murray,Democrat,MET,Financials,2017-03-16,0.036554422220159,-0.007887961710442567,-0.029991931347469223,0.014216007926584076
Patty Murray,Democrat,MSFT,Information Technology,2017-03-16,0.1517975561115581,-0.007845202366664849,-0.022889520249555553,0.0071991155162258475
Patty Murray,Democrat,TAP,Consumer Staples,2017-03-16,-0.0968391720235798,-0.007401630521900176,-0.02688489811197862,0.012081637068178264
Patty Murray,Democrat,MS,Financials,2017-03-16,0.0297578663817719,-0.007887961710442567,-0.029991931347469223,0.014216007926584076
Patty Murray,Democrat,PPL,Utilities,2017-03-16,0.0412893626057433,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,PAYX,Industrials,2017-03-16,-0.0783283702237748,0.00736109601003892,-0.030408815303865515,0.04513100732394333
Patty Murray,Democrat,PFE,Health Care,2017-03-16,-0.0318463436166505,-0.005821023229473449,-0.02663271001616656,0.014990663557219657
Patty Murray,Democrat,PG,Consumer Staples,2017-03-16,-0.0125044183041043,-0.007401630521900176,-0.02688489811197862,0.012081637068178264
Patty Murray,Democrat,PRU,Financials,2017-03-16,0.021926353632161,-0.007887961710442567,-0.029991931347469223,0.014216007926584076
Patty Murray,Democrat,PSA,Real Estate,2017-03-16,-0.0514887065680205,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,QCOM,Information Technology,2017-03-16,-0.0805927946794573,-0.007845202366664849,-0.022889520249555553,0.0071991155162258475
Patty Murray,Democrat,SNY,Other,2017-03-16,0.1113711302517888,-0.029273090805765515,-0.06016834046816476,0.0016221588566337347
Patty Murray,Democrat,SLB,Energy,2017-03-16,-0.1551723725107904,-0.007075029077796438,-0.030899284709934485,0.016749226554341592
Patty Murray,Democrat,SO,Utilities,2017-03-16,-0.0594968866637941,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,STT,Financials,2017-03-16,0.1559105455758904,-0.007887961710442567,-0.029991931347469223,0.014216007926584076
Patty Murray,Democrat,SU,Other,2017-03-16,0.0198596543347189,-0.029273090805765515,-0.06016834046816476,0.0016221588566337347
Patty Murray,Democrat,TGT,Consumer Staples,2017-03-16,0.0177905668168039,-0.007401630521900176,-0.02688489811197862,0.012081637068178264
Patty Murray,Democrat,TWX,Other,2017-03-16,0.0193605983634357,-0.029273090805765515,-0.06016834046816476,0.0016221588566337347
Patty Murray,Democrat,USB,Financials,2017-03-16,-0.0258443647821497,-0.007887961710442567,-0.029991931347469223,0.014216007926584076
Patty Murray,Democrat,UPS,Industrials,2017-03-16,0.0561159076595827,0.00736109601003892,-0.030408815303865515,0.04513100732394333
Patty Murray,Democrat,WMT,Consumer Staples,2017-03-16,0.119644195642198,-0.007401630521900176,-0.02688489811197862,0.012081637068178264
Patty Murray,Democrat,WFC,Financials,2017-03-16,-0.0678244694539665,-0.007887961710442567,-0.029991931347469223,0.014216007926584076
Patty Murray,Democrat,WMB,Energy,2017-03-16,0.1126522582665057,-0.007075029077796438,-0.030899284709934485,0.016749226554341592
Patty Murray,Democrat,MTB,Financials,2017-03-16,-0.016082347035101,-0.007887961710442567,-0.029991931347469223,0.014216007926584076
Patty Murray,Democrat,SABR,Other,2017-03-16,0.0194904584040762,-0.029273090805765515,-0.06016834046816476,0.0016221588566337347
Patty Murray,Democrat,KMI,Energy,2017-03-16,-0.0576376809999997,-0.007075029077796438,-0.030899284709934485,0.016749226554341592
Patty Murray,Democrat,VZ,Communication Services,2017-03-16,-0.101474971342366,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,KEY,Financials,2017-03-16,0.0033066160582768,-0.007887961710442567,-0.029991931347469223,0.014216007926584076
Patty Murray,Democrat,CVX,Energy,2017-03-16,-0.024849429847878,-0.007075029077796438,-0.030899284709934485,0.016749226554341592
Patty Murray,Democrat,CVS,Health Care,2017-03-16,0.0021767211285181,-0.005821023229473449,-0.02663271001616656,0.014990663557219657
Patty Murray,Democrat,BMY,Health Care,2017-03-16,-0.0123067487626332,-0.005821023229473449,-0.02663271001616656,0.014990663557219657
Patty Murray,Democrat,BA,Industrials,2017-03-16,0.1989277408751155,0.00736109601003892,-0.030408815303865515,0.04513100732394333
Patty Murray,Democrat,BAC,Financials,2017-03-16,-0.0286766401673296,-0.007887961710442567,-0.029991931347469223,0.014216007926584076
Patty Murray,Democrat,BGS,Other,2017-03-16,-0.0417830172511635,-0.029273090805765515,-0.06016834046816476,0.0016221588566337347
Patty Murray,Democrat,AAPL,Information Technology,2017-03-16,0.0876069596187554,-0.007845202366664849,-0.022889520249555553,0.0071991155162258475
Patty Murray,Democrat,APA,Energy,2017-03-16,-0.0361586057461817,-0.007075029077796438,-0.030899284709934485,0.016749226554341592
Patty Murray,Democrat,AMGN,Health Care,2017-03-16,0.0090686061768319,-0.005821023229473449,-0.02663271001616656,0.014990663557219657
Patty Murray,Democrat,LYB,Materials,2017-03-16,-0.018082624643937,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,TEL,Information Technology,2017-03-16,0.0966822371459461,-0.007845202366664849,-0.022889520249555553,0.0071991155162258475
Patty Murray,Democrat,CB,Financials,2017-03-16,0.0780724958107625,-0.007887961710442567,-0.029991931347469223,0.014216007926584076
Patty Murray,Democrat,MDT,Health Care,2017-03-16,0.0586739529351802,-0.005821023229473449,-0.02663271001616656,0.014990663557219657
Patty Murray,Democrat,ETN,Industrials,2017-03-16,0.0874853093447687,0.00736109601003892,-0.030408815303865515,0.04513100732394333
Patty Murray,Democrat,KMB,Consumer Staples,2017-03-16,-0.0688248533616694,-0.007401630521900176,-0.02688489811197862,0.012081637068178264
Patty Murray,Democrat,CSCO,Information Technology,2017-03-16,-0.0471473047614949,-0.007845202366664849,-0.022889520249555553,0.0071991155162258475
Patty Murray,Democrat,KO,Consumer Staples,2017-03-16,0.0770586473088676,-0.007401630521900176,-0.02688489811197862,0.012081637068178264
Patty Murray,Democrat,T,Communication Services,2017-03-16,-0.12052173740696,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,COP,Energy,2017-03-16,-0.0391205307342374,-0.007075029077796438,-0.030899284709934485,0.016749226554341592
Patty Murray,Democrat,CMCSA,Communication Services,2017-03-16,0.0611900200146635,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,GILD,Health Care,2017-03-16,0.0820011011789638,-0.005821023229473449,-0.02663271001616656,0.014990663557219657
Patty Murray,Democrat,GM,Consumer Discretionary,2017-03-16,-0.0325404073022862,-0.014025756213513027,-0.04668219418379568,0.018630681756769647
Patty Murray,Democrat,HSY,Consumer Staples,2017-03-16,-0.0156585042983221,-0.007401630521900176,-0.02688489811197862,0.012081637068178264
Patty Murray,Democrat,GE,Industrials,2017-03-16,-0.1401830417330677,0.00736109601003892,-0.030408815303865515,0.04513100732394333
Patty Murray,Democrat,GD,Industrials,2017-03-16,0.074523380995072,0.00736109601003892,-0.030408815303865515,0.04513100732394333
Patty Murray,Democrat,XOM,Energy,2017-03-16,-0.0152190367102351,-0.007075029077796438,-0.030899284709934485,0.016749226554341592
Patty Murray,Democrat,JPM,Financials,2017-03-16,0.0215555737739672,-0.007887961710442567,-0.029991931347469223,0.014216007926584076
Patty Murray,Democrat,ETR,Utilities,2017-03-16,0.015226360667742,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,JNJ,Health Care,2017-03-16,0.0309082045528594,-0.005821023229473449,-0.02663271001616656,0.014990663557219657
Patty Murray,Democrat,DUK,Utilities,2017-03-16,0.0349804651656326,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,DOW,Materials,2017-03-16,-0.0235954319916947,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,DIS,Communication Services,2017-03-16,-0.0427906005201391,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,CCI,Real Estate,2017-03-16,0.1181446311377161,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,EXC,Utilities,2017-03-16,0.0364766216652872,-0.00724433699453889,-0.027646058160050304,0.013157384170972508
Patty Murray,Democrat,GSK,Other,2017-03-16,0.0020701477453402,-0.029273090805765515,-0.06016834046816476,0.0016221588566337347
"David A Perdue , Jr",Republican,CVX,Energy,2017-03-22,0.0149633547567717,0.01700501567000797,-0.008927023430618988,0.04293705477063492
"David A Perdue , Jr",Republican,BMY,Health Care,2017-03-22,0.0213387398881759,0.013154800885194533,-0.01972957065786858,0.04603917242825762
"David A Perdue , Jr",Republican,COST,Consumer Staples,2017-03-22,-0.0162910080980789,0.013661042709819481,-0.015692636391885312,0.043014721811524256
"David A Perdue , Jr",Republican,SLB,Energy,2017-03-22,-0.1211534454847815,0.01700501567000797,-0.008927023430618988,0.04293705477063492
"David A Perdue , Jr",Republican,KMI,Energy,2017-03-23,-0.0287213547471746,-0.0013723695132371026,-0.030566044740818053,0.02782130571434384
"David A Perdue , Jr",Republican,KMI,Energy,2017-03-23,-0.0287213547471746,-0.0013723695132371026,-0.030566044740818053,0.02782130571434384
"David A Perdue , Jr",Republican,KMI,Energy,2017-03-23,-0.0287213547471746,0.003235604652436892,-0.019676000701208562,0.026147210006082337
"David A Perdue , Jr",Republican,TRP,Other,2017-03-24,0.1312848203587988,-0.018946198010281416,-0.06703280309002113,0.029140407069458286
"David A Perdue , Jr",Republican,TRP,Other,2017-03-24,0.1312848203587988,-0.013135113933805946,-0.05759252934178226,0.03132230147417033
William Cassidy,Republican,FRT,Real Estate,2017-03-29,0.0071679326471842,0.00669517920493646,-0.017043081293723783,0.030433439703596694
William Cassidy,Republican,TGT,Consumer Staples,2017-03-29,0.0582192895464077,0.006394938290512724,-0.01633773676945396,0.029127613350479406
"David A Perdue , Jr",Republican,CVX,Energy,2017-04-04,0.0126926407893963,0.012575054884291491,-0.01230738432266373,0.037457494091246726
Sheldon Whitehouse,Democrat,AMGN,Health Care,2017-04-05,0.0629946237782443,0.0023768346656479326,-0.012379321473966878,0.017132990805262736
Sheldon Whitehouse,Democrat,USB,Financials,2017-04-05,0.0371708311135625,0.0010244347220933227,-0.014908912307819355,0.016957781752005997
Sheldon Whitehouse,Democrat,WPC,Other,2017-04-05,0.0890554723439653,-0.020981408659891333,-0.04998465477706521,0.008021837457282553
Sheldon Whitehouse,Democrat,IBM,Information Technology,2017-04-05,-0.1627239863522749,0.0009537984345081742,-0.017904849725355033,0.019812446594371376
Sheldon Whitehouse,Democrat,QCOM,Information Technology,2017-04-05,-0.0451490201562495,0.0009537984345081742,-0.017904849725355033,0.019812446594371376
James M Inhofe,Republican,GE,Industrials,2017-04-05,-0.1494613221744947,0.02293465917899522,-0.015771754451386077,0.06164107280937649
Sheldon Whitehouse,Democrat,QCOM,Information Technology,2017-04-05,-0.0451490201562495,0.0009537984345081742,-0.017904849725355033,0.019812446594371376
Pat Roberts,Republican,NFLX,Communication Services,2017-04-07,0.1849149017301066,-0.008912232040582332,-0.026496749572092203,0.008672285490927523
"David A Perdue , Jr",Republican,MOS,Materials,2017-04-11,-0.3061096038958193,0.006241022677186274,-0.01939227436698485,0.03187431972135739
"David A Perdue , Jr",Republican,MOS,Materials,2017-04-11,-0.3061096038958193,0.006241022677186274,-0.01939227436698485,0.03187431972135739
"David A Perdue , Jr",Republican,MOS,Materials,2017-04-12,-0.2927193354678212,-0.0035703249484490465,-0.03001341655796275,0.022872766661064654
John Hoeven,Republican,GIS,Consumer Staples,2017-04-21,-0.0601147326922405,-0.0032003347923265884,-0.028828135935612727,0.022427466350959543
John Hoeven,Republican,SBUX,Consumer Discretionary,2017-04-21,-0.1024036790647152,-0.008704237269694909,-0.04181055240552708,0.024402077866137267
"Joseph Manchin, Iii",Democrat,HBAN,Financials,2017-04-21,0.0024846531773801,-0.002519477193711394,-0.02845290284588302,0.023413948458460225
John Hoeven,Republican,IBM,Information Technology,2017-04-24,-0.0977755964799452,0.01257314526682339,-0.02096670338457286,0.046112993918219616
"David A Perdue , Jr",Republican,FOX,Communication Services,2017-04-24,-0.0703080899620391,0.015274601551445631,-0.01797080531529896,0.048520008418190215
John Hoeven,Republican,MDLZ,Consumer Staples,2017-04-24,-0.0816009316607364,0.014522050056141626,-0.0182808262567537,0.047324926369036964
James M Inhofe,Republican,CRM,Information Technology,2017-04-25,0.1238473271473472,0.017863799499375905,-0.0030675507633572616,0.03879514976210907
"David A Perdue , Jr",Republican,GM,Consumer Discretionary,2017-04-28,0.0968283002168528,-0.010085086341424418,-0.042477013081876465,0.02230684039902761
"David A Perdue , Jr",Republican,MOS,Materials,2017-05-02,-0.2147059729854922,0.013394379626166845,-0.01836461623798507,0.04515337549031875
Sheldon Whitehouse,Democrat,MA,Financials,2017-05-05,0.1914247940728528,-0.007622256394518921,-0.030937682413411854,0.015693169624373997
Sheldon Whitehouse,Democrat,ADI,Information Technology,2017-05-05,0.0917258120176509,-0.006607456184859215,-0.022796607681257984,0.00958169531153955
"David A Perdue , Jr",Republican,FOX,Communication Services,2017-05-08,-0.0706633628563062,0.010272243602249763,-0.019706201032158838,0.04025068823665836
Sheldon Whitehouse,Democrat,ADI,Information Technology,2017-05-08,0.0869676765269391,0.008637346957202027,-0.014802136562549945,0.03207683047695399
Sheldon Whitehouse,Democrat,WM,Industrials,2017-05-10,0.0787924765447118,0.019604963807725913,-0.018312401644114965,0.057522329259566796
"David A Perdue , Jr",Republican,URBN,Other,2017-05-11,0.0004137678135631,-0.02395757078657666,-0.05956400966929355,0.011648868096140224
"David A Perdue , Jr",Republican,URBN,Other,2017-05-12,0.0783985656217587,-0.026630919092268855,-0.05748635865315329,0.004224520468615586
John Hoeven,Republican,WTW,Financials,2017-05-15,0.0632961531459292,0.00026201084366579003,-0.034960819051379655,0.03548484073871122
John Hoeven,Republican,F,Consumer Discretionary,2017-05-15,0.0819821332768029,-0.007034145490566746,-0.053706098140554104,0.0396378071594206
"David A Perdue , Jr",Republican,URBN,Other,2017-05-15,0.0823678436895625,-0.02196487347551696,-0.05847428320148583,0.014544536250451913
"David A Perdue , Jr",Republican,URBN,Other,2017-05-15,0.0823678436895625,-0.02196487347551696,-0.05847428320148583,0.014544536250451913
Sheldon Whitehouse,Democrat,BAC,Financials,2017-05-16,0.0485428003923571,-0.003862730743970758,-0.03531383250383214,0.02758837101589061
Sheldon Whitehouse,Democrat,REGN,Health Care,2017-05-16,-0.0516138539026712,-0.0027819637448892455,-0.03472820948658777,0.029164281996809257
Sheldon Whitehouse,Democrat,LRCX,Information Technology,2017-05-16,0.1616374532122759,-0.0022922371490061537,-0.030420936457686083,0.02583646215967377
John Hoeven,Republican,LYB,Materials,2017-05-17,0.2474532100187236,0.003909953990080641,-0.024919998853094236,0.032739906833255505
James M Inhofe,Republican,FLR,Other,2017-05-17,-0.0839504890136575,-0.01934699082298606,-0.055701855037198364,0.01700787339122626
"David A Perdue , Jr",Republican,URBN,Other,2017-05-17,0.1922919027597529,-0.026011444589332175,-0.07433508871400059,0.022312199535336263
"David A Perdue , Jr",Republican,PFE,Health Care,2017-05-17,0.1094144861384449,-0.00023719577393470365,-0.036212587490665124,0.03573819594279571
"David A Perdue , Jr",Republican,RF,Financials,2017-05-18,0.0592775340929492,-0.005761109402896566,-0.03198874204185302,0.020466523236059894
"David A Perdue , Jr",Republican,URBN,Other,2017-05-18,0.2308404944968001,-0.03251148959045915,-0.08560341537157981,0.020580436190661487
"David A Perdue , Jr",Republican,RF,Financials,2017-05-18,0.0592775340929492,-0.005761109402896566,-0.03198874204185302,0.020466523236059894
"David A Perdue , Jr",Republican,RF,Financials,2017-05-19,0.0776803772434888,-0.005108578350709363,-0.02949447885101971,0.019277322149600977
"David A Perdue , Jr",Republican,URBN,Other,2017-05-22,0.2471343816033733,-0.004771116207568712,-0.039497049726904265,0.029954817311766836
"David A Perdue , Jr",Republican,RF,Financials,2017-05-22,0.0785335562683848,0.013631553254377243,-0.019782082641821436,0.04704518915057589
Sheldon Whitehouse,Democrat,C,Financials,2017-05-24,0.1874274928646493,0.014102905436142808,-0.014238437115612157,0.04244424798789778
Sheldon Whitehouse,Democrat,GS,Financials,2017-05-24,0.0792273006017272,0.014102905436142808,-0.014238437115612157,0.04244424798789778
Sheldon Whitehouse,Democrat,AMGN,Health Care,2017-05-24,0.2156152050527668,0.014833171011091785,-0.015993440629550704,0.045659782651734274
Sheldon Whitehouse,Democrat,IBM,Information Technology,2017-05-24,-0.0314206077630059,0.012133631067689452,-0.011334888207644916,0.0356021503430238
"David A Perdue , Jr",Republican,RF,Financials,2017-05-24,0.076750423185347,0.014102905436142808,-0.014238437115612157,0.04244424798789778
Susan M Collins,Republican,AME,Industrials,2017-05-24,0.0956411925527691,0.03164833785185355,-0.005844737426796642,0.06914141313050373
Sheldon Whitehouse,Democrat,C,Financials,2017-05-24,0.1874274928646493,0.014102905436142808,-0.014238437115612157,0.04244424798789778
"David A Perdue , Jr",Republican,VZ,Communication Services,2017-05-24,0.1070649684136528,0.015439558054243949,-0.014459927089625433,0.04533904319811333
"David A Perdue , Jr",Republican,RF,Financials,2017-05-24,0.076750423185347,0.014102905436142808,-0.014238437115612157,0.04244424798789778
Sheldon Whitehouse,Democrat,VEVIX,Other,2017-05-25,0.0529967679193461,-0.024371637847764072,-0.06760338027235727,0.018860104576829104
Pat Roberts,Republican,SBUX,Consumer Discretionary,2017-05-26,-0.1474196822885519,-0.002956508713036323,-0.04137143405292135,0.03545841662684869
Sheldon Whitehouse,Democrat,MGA,Other,2017-05-30,0.2049905738061905,0.001231465400308742,-0.03406044517650847,0.03652337597712594
Sheldon Whitehouse,Democrat,F,Consumer Discretionary,2017-05-30,0.1165533885572986,0.012190347033914129,-0.026412770144875197,0.05079346421270344
Sheldon Whitehouse,Democrat,F,Consumer Discretionary,2017-05-30,0.1165533885572986,0.012190347033914129,-0.026412770144875197,0.05079346421270344
Sheldon Whitehouse,Democrat,MGA,Other,2017-05-30,0.2049905738061905,0.004808238336973901,-0.02966038890538117,0.03927686557932896
James M Inhofe,Republican,BFAM,Other,2017-05-30,0.1050992352972159,0.0027291679067921225,-0.028691852905096085,0.03415018871868033
"David A Perdue , Jr",Republican,RF,Financials,2017-06-01,0.0980458409554936,-0.004241793896938307,-0.03109864369814473,0.022615055904268114
"David A Perdue , Jr",Republican,URBN,Other,2017-06-01,0.1681406586475637,-0.03017374388823085,-0.07913290745704067,0.01878541968057896
Pat Roberts,Republican,T,Communication Services,2017-06-05,0.0143979191632304,0.01251839315027771,-0.016209491508271327,0.04124627780882673
Gary C Peters,Democrat,SPG,Real Estate,2017-06-05,0.0931322297168977,0.01251839315027771,-0.016209491508271327,0.04124627780882673
"David A Perdue , Jr",Republican,RF,Financials,2017-06-06,0.114175275876611,0.011660894144507973,-0.008899873399581522,0.032221661688597455
"David A Perdue , Jr",Republican,URBN,Other,2017-06-08,0.3995939144632232,-0.031167607647787067,-0.08102279207024235,0.018687576774668178
James M Inhofe,Republican,UNH,Health Care,2017-06-09,0.1290409962629879,0.004341622576768084,-0.02224508371562413,0.03092832886916028
Susan M Collins,Republican,CFR,Other,2017-06-15,0.0095098092923686,-0.03217732327470644,-0.06955477827852574,0.005200131729112871
"David A Perdue , Jr",Republican,URBN,Other,2017-06-15,0.3551007125649923,-0.03217732327470644,-0.06955477827852574,0.005200131729112871
"David A Perdue , Jr",Republican,COST,Consumer Staples,2017-06-16,-0.029244822964187,-0.006133716036335329,-0.03706834450381315,0.02480091243114249
John F Reed,Republican,ADI,Information Technology,2017-06-19,0.1207036574466642,-0.010409324883038085,-0.04227099176149675,0.021452341995420583
John F Reed,Republican,IYT,Other,2017-06-19,0.0337136710261272,-0.030310516822101435,-0.06992478847269036,0.009303754828487457
"David A Perdue , Jr",Republican,URBN,Other,2017-06-19,0.3685990768638716,-0.030310516822101435,-0.06992478847269036,0.009303754828487457
John F Reed,Republican,HACK,Other,2017-06-19,0.0021166561280034,-0.030310516822101435,-0.06992478847269036,0.009303754828487457
John F Reed,Republican,XBI,Other,2017-06-19,0.1144387725758171,-0.030310516822101435,-0.06992478847269036,0.009303754828487457
James M Inhofe,Republican,ST,Other,2017-06-19,0.1430972055984374,-0.023000531332149913,-0.06201643967044061,0.01601537700614076
"David A Perdue , Jr",Republican,CTSH,Information Technology,2017-06-20,0.1074991160012546,-0.0046075680016763555,-0.031133365710189605,0.021918229706836885
"David A Perdue , Jr",Republican,INFY,Other,2017-06-20,0.0038474103690884,-0.02452513361761026,-0.06299596362500365,0.013945696389783144
Pat Roberts,Republican,NFLX,Communication Services,2017-06-20,0.2803188256363043,-0.0009258073302967121,-0.03475483228872251,0.03290321762812906
Pat Roberts,Republican,AMZN,Consumer Discretionary,2017-06-20,-0.023845735622439,-0.010440700950471877,-0.04670942402324685,0.025828022122303073
Pat Roberts,Republican,AAPL,Information Technology,2017-06-20,0.0862391434126956,-6.448158679844612e-05,-0.02830512731967135,0.02817616414607444
"David A Perdue , Jr",Republican,CZR,Other,2017-06-21,0.2282608742293419,-0.02967518571582977,-0.06486910873788121,0.0055187373062216445
"David A Perdue , Jr",Republican,RF,Financials,2017-06-22,0.1313432969769079,-0.010596658396861384,-0.038675311684518474,0.017481994890795695
"David A Perdue , Jr",Republican,URBN,Other,2017-06-22,0.4019439812973226,-0.03146395415308474,-0.06485295671262559,0.0019250484064561035
"David A Perdue , Jr",Republican,INFY,Other,2017-06-22,0.0048022677482679,-0.03146395415308474,-0.06485295671262559,0.0019250484064561035
"David A Perdue , Jr",Republican,URBN,Other,2017-06-23,0.3773084377703875,-0.027642536847668372,-0.06680598126450958,0.011520907569172796
"David A Perdue , Jr",Republican,CZR,Other,2017-06-23,0.2658136393027981,-0.027642536847668372,-0.06680598126450958,0.011520907569172796
"David A Perdue , Jr",Republican,CZR,Other,2017-06-26,0.2613836677609511,-0.03009913873499854,-0.07015288947854337,0.009954612008546276
"David A Perdue , Jr",Republican,RF,Financials,2017-06-26,0.1358418441223232,-0.012283630400677177,-0.050260247862642174,0.025692987061287795
James M Inhofe,Republican,RSPP,Other,2017-06-26,0.0683934036167912,-0.02282601937466276,-0.062052426727373836,0.016400387978048277
Gary C Peters,Democrat,ARCC,Other,2017-06-27,-0.005116469877599,-0.016643291864923353,-0.05334301252445475,0.020056428794608047
Thomas R Carper,Democrat,QCOM,Information Technology,2017-06-28,0.1092893432847326,0.00454212584754466,-0.01916409694517075,0.028248348640260074
"David A Perdue , Jr",Republican,CZR,Other,2017-06-29,0.4519001282085848,-0.026701623647602427,-0.05219171984407234,-0.0012115274511325276
"David A Perdue , Jr",Republican,URBN,Other,2017-06-29,0.3510930529718383,-0.026701623647602427,-0.05219171984407234,-0.0012115274511325276
"David A Perdue , Jr",Republican,CZR,Other,2017-06-30,0.4464648298192999,-0.024853576921780012,-0.05662478962940322,0.006917635785843191
"David A Perdue , Jr",Republican,MOS,Materials,2017-07-03,-0.0437002594957319,0.010270854131929484,-0.02000697622527884,0.04054868448913779
"David A Perdue , Jr",Republican,CZR,Other,2017-07-05,0.4718211478928911,-0.017053852004774203,-0.04907209905429919,0.014964395044750792
"David A Perdue , Jr",Republican,URBN,Other,2017-07-07,0.3516533691155674,-0.01830588645758224,-0.06312050336028284,0.026508730445118336
Pat Roberts,Republican,T,Communication Services,2017-07-14,-0.0333877363929242,-0.0009456579397715412,-0.031001068567026644,0.029109752687483555
"David A Perdue , Jr",Republican,CDLX,Other,2017-07-18,0.8601724277258829,0.0036280002849238204,-0.026598339311898048,0.03385433988174569
Pat Roberts,Republican,BAC,Financials,2017-07-18,0.1174847873543183,0.020420563089053538,-0.010671609923910634,0.051512736102017696
James M Inhofe,Republican,MSFT,Information Technology,2017-07-20,0.1377840516754342,0.0006072949743179422,-0.02183067021646108,0.023045260165096965
