transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,amount_low_usd,amount_high_usd,amount_mid_usd,party,ret_30,bench_ret_30,rf_30,excess_ret_30,bench_excess_30,ret_90,bench_ret_90,rf_90,excess_ret_90,bench_excess_90,ret_180,bench_ret_180,rf_180,excess_ret_180,bench_excess_180,gics_sector,gics_sub_industry
2020-11-20,Spouse,V,Visa Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,0.042868371120879045,0.05357630593691165,6.902998345115208e-05,0.04279934113742789,0.0535072759534605,0.07602551058854612,0.14627238691149214,0.00020710424609804434,0.07581840634244807,0.1460652826653941,0.15640038195427053,0.24873089479568722,0.00041425138436479436,0.15598613056990573,0.24831664341132242,Financials,Transaction & Payment Processing Services
2020-11-20,Spouse,QCOM,QUALCOMM Incorporated,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,0.03980377239178323,0.05357630593691165,6.902998345115208e-05,0.03973474240833208,0.0535072759534605,-0.03028610292045375,0.14627238691149214,0.00020710424609804434,-0.030493207166551795,0.1460652826653941,0.018766094112654175,0.24873089479568722,0.00041425138436479436,0.01835184272828938,0.24831664341132242,Information Technology,Semiconductors
2020-11-20,Spouse,SNPS,"Synopsys, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,0.14273947748614546,0.05357630593691165,6.902998345115208e-05,0.1426704475026943,0.0535072759534605,0.19038026584832113,0.14627238691149214,0.00020710424609804434,0.19017316160222308,0.1460652826653941,0.322365198256374,0.24873089479568722,0.00041425138436479436,0.3219509468720092,0.24831664341132242,Information Technology,Application Software
2020-11-20,Spouse,GOLD,Barrick Gold Corporation,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,-0.09073031849915913,0.05357630593691165,6.902998345115208e-05,-0.09079934848261029,0.0535072759534605,0.15001651322518272,0.14627238691149214,0.00020710424609804434,0.14980940897908468,0.1460652826653941,0.6514902406801633,0.24873089479568722,0.00041425138436479436,0.6510759892957985,0.24831664341132242,Other,Other
2020-11-20,Spouse,OHI,"Omega Healthcare Investors, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,0.05841309378797077,0.05357630593691165,6.902998345115208e-05,0.05834406380451962,0.0535072759534605,0.13554587729583845,0.14627238691149214,0.00020710424609804434,0.1353387730497404,0.1460652826653941,0.07730003881537706,0.24873089479568722,0.00041425138436479436,0.07688578743101226,0.24831664341132242,Other,Other
2020-11-20,Spouse,WIW,Western Asset Inflation-Linked Opportunities &amp; Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,0.06394161734550607,0.05357630593691165,6.902998345115208e-05,0.06387258736205492,0.0535072759534605,0.0660968240175066,0.14627238691149214,0.00020710424609804434,0.06588971977140856,0.1460652826653941,0.17004077274822627,0.24873089479568722,0.00041425138436479436,0.16962652136386147,0.24831664341132242,Other,Other
2020-11-20,Spouse,ERIC,Telefonaktiebolaget LM Ericsson (publ),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,0.003302948376437742,0.05357630593691165,6.902998345115208e-05,0.00323391839298659,0.0535072759534605,0.1166982453911769,0.14627238691149214,0.00020710424609804434,0.11649114114507886,0.1460652826653941,-0.03330592514311814,0.24873089479568722,0.00041425138436479436,-0.03372017652748294,0.24831664341132242,Other,Other
2020-11-20,Spouse,ARE,"Alexandria Real Estate Equities, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,0.0008058860864077477,0.05357630593691165,6.902998345115208e-05,0.0007368561029565956,0.0535072759534605,0.05320366286378597,0.14627238691149214,0.00020710424609804434,0.05299655861768793,0.1460652826653941,0.2698433829698905,0.24873089479568722,0.00041425138436479436,0.2694291315855257,0.24831664341132242,Real Estate,Office REITs
2020-11-20,Spouse,LGI,"Lazard Global Total Return and Income Fund, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,0.08327490614587996,0.05357630593691165,6.902998345115208e-05,0.0832058761624288,0.0535072759534605,0.1828852877476692,0.14627238691149214,0.00020710424609804434,0.18267818350157117,0.1460652826653941,0.32453306524099346,0.24873089479568722,0.00041425138436479436,0.32411881385662866,0.24831664341132242,Other,Other
2020-11-20,Spouse,MRVL,Marvell Technology Group Ltd.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,0.05935285473205343,0.05357630593691165,6.902998345115208e-05,0.059283824748602276,0.0535072759534605,0.16321533935600518,0.14627238691149214,0.00020710424609804434,0.16300823510990714,0.1460652826653941,0.36489915911009296,0.24873089479568722,0.00041425138436479436,0.36448490772572817,0.24831664341132242,Other,Other
2020-11-20,Spouse,BRKR,Bruker Corporation,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,0.10333972749848064,0.05357630593691165,6.902998345115208e-05,0.10327069751502949,0.0535072759534605,0.3238143330552301,0.14627238691149214,0.00020710424609804434,0.32360722880913206,0.1460652826653941,0.6015863376355202,0.24873089479568722,0.00041425138436479436,0.6011720862511554,0.24831664341132242,Other,Other
2020-11-20,Spouse,MANT,ManTech International Corporation,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,,0.05357630593691165,6.902998345115208e-05,,0.0535072759534605,,0.14627238691149214,0.00020710424609804434,,0.1460652826653941,,0.24873089479568722,0.00041425138436479436,,0.24831664341132242,Other,Other
2020-11-20,Spouse,ACIW,"ACI Worldwide, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,0.20230313675433975,0.05357630593691165,6.902998345115208e-05,0.2022341067708886,0.0535072759534605,0.22284468127570212,0.14627238691149214,0.00020710424609804434,0.22263757702960407,0.1460652826653941,-0.006847221082773247,0.24873089479568722,0.00041425138436479436,-0.0072614724671380415,0.24831664341132242,Other,Other
2020-11-20,Spouse,SWKS,"Skyworks Solutions, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,0.12892652332081989,0.05357630593691165,6.902998345115208e-05,0.12885749333736873,0.0535072759534605,0.368751483241994,0.14627238691149214,0.00020710424609804434,0.368544378995896,0.1460652826653941,0.32368658608511236,0.24873089479568722,0.00041425138436479436,0.32327233470074757,0.24831664341132242,Information Technology,Semiconductors
2020-11-20,Spouse,NUAN,"Nuance Communications, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,,0.05357630593691165,6.902998345115208e-05,,0.0535072759534605,,0.14627238691149214,0.00020710424609804434,,0.1460652826653941,,0.24873089479568722,0.00041425138436479436,,0.24831664341132242,Other,Other
2020-11-20,Spouse,AJRD,"Aerojet Rocketdyne Holdings, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/35aec3a8-60a7-4f06-bae3-3b202949e5e5/,1001.0,15000.0,3874.9193539995126,Democrat,,0.05357630593691165,6.902998345115208e-05,,0.0535072759534605,,0.14627238691149214,0.00020710424609804434,,0.1460652826653941,,0.24873089479568722,0.00041425138436479436,,0.24831664341132242,Other,Other
